,clust,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount
4832,0,94003,64,14,39,0,1,307.2
4833,1,31737,218,17,2,0,3,1046.4
4834,0,0,70,24,10,0,1,425.266308
4835,0,0,71,2,94,1,1,340.8
4836,0,0,114,0,75,0,1,1343.619461
4837,2,48885,190,31,90,0,9,1090.122048
4838,0,0,79,14,22,0,2,379.2
4839,2,86305,62,1,99,0,5,80.73124
4840,2,28909,66,15,66,0,8,456.702735
4841,0,0,123,35,38,1,3,1088.38378
4842,0,26140,84,23,37,1,1,403.2
4843,0,35095,73,25,56,0,2,525.6
4844,0,31678,63,7,3,0,1,76.629988
4845,0,28245,62,0,16,0,2,297.6
4846,0,0,72,0,97,0,2,345.6
4847,0,19168,106,12,54,1,2,508.8
4848,1,22705,239,19,59,0,7,1294.700423
4849,0,86481,65,9,69,0,2,189.971267
4850,0,38008,68,12,40,4,2,321.789644
4851,0,63032,61,5,79,0,1,404.550554
4852,0,27228,129,19,61,4,1,238.262773
4853,0,0,68,5,4,1,2,483.578159
4854,0,13424,71,30,78,0,1,340.8
4855,0,59098,110,31,73,0,3,665.931223
4856,2,16181,181,22,79,0,8,1261.319869
4857,2,95697,107,29,29,0,9,178.006524
4858,0,26806,63,32,19,0,2,302.4
4859,0,30595,69,22,36,0,2,446.08476
4860,0,88079,61,16,37,0,3,121.88814
4861,0,99803,71,1,67,0,2,189.143402
4862,0,0,118,26,43,0,2,1118.990694
4863,1,0,191,27,49,0,3,1375.2
4864,0,36283,68,14,63,1,1,291.410965
4865,0,66991,115,1,71,0,1,399.617715
4866,0,34322,70,20,46,2,1,336.0
4867,0,44855,63,3,71,1,1,103.607499
4868,2,97729,115,4,48,1,7,221.047584
4869,0,48263,104,2,32,0,1,674.863718
4870,0,68343,79,20,78,0,2,379.2
4871,0,76847,118,16,52,0,3,31.58501
4872,0,35795,65,25,53,0,1,312.0
4873,0,0,71,1,29,0,2,340.8
4874,0,53074,61,5,86,0,1,268.773368
4875,0,0,63,13,48,0,1,732.638975
4876,2,28743,112,9,13,0,3,537.6
4877,0,81839,65,23,39,1,4,74.666163
4878,0,14030,72,11,3,0,1,345.6
4879,0,32764,61,30,23,0,1,292.953446
4880,0,74775,95,18,35,0,1,676.658911
4881,2,53503,114,3,43,0,7,547.2
4882,0,34455,135,8,69,0,2,648.0
4883,0,52198,74,2,62,0,1,355.2
4884,0,64429,133,1,58,2,2,222.080015
4885,0,44788,61,6,48,0,2,386.031248
4886,0,30130,110,22,12,0,2,528.0
4887,0,0,65,34,84,0,1,149.241472
4888,1,0,275,3,64,1,1,1980.0
4889,2,34337,113,20,44,0,9,542.4
4890,0,22276,111,19,73,1,2,783.211084
4891,0,52980,64,33,93,0,1,191.945693
4892,0,97736,74,19,22,0,2,60.090984
4893,0,0,67,0,14,0,1,222.903462
4894,0,0,73,18,16,1,2,792.868448
4895,0,68727,94,19,76,0,1,386.520235
4896,0,71391,67,29,39,0,2,284.000172
4897,0,62271,63,30,52,0,3,25.478179
4898,1,0,187,1,7,0,2,1346.4
4899,2,0,86,12,96,0,8,412.8
4900,0,0,76,8,44,0,3,364.8
4901,0,28506,104,27,37,0,1,499.2
4902,0,0,86,17,35,0,1,412.8
4903,0,0,94,14,17,0,2,676.8
4904,0,94161,69,0,65,0,4,108.989737
4905,0,33345,102,34,37,0,2,694.078608
4906,0,64195,158,0,27,4,6,618.288849
4907,0,0,138,1,34,0,2,688.828746
4908,2,67414,68,7,37,0,8,148.778455
4909,0,33176,63,22,75,0,3,302.4
4910,0,0,139,5,56,0,2,667.2
4911,0,56779,86,21,16,0,3,435.388932
4912,0,40810,114,8,14,0,2,780.378964
4913,0,30622,68,22,86,0,2,326.4
4914,0,14119,67,4,53,0,2,68.019973
4915,1,77237,283,33,93,0,2,1358.4
4916,0,24980,71,34,14,0,2,511.2
4917,0,66676,97,0,40,0,1,558.099357
4918,0,0,69,4,83,1,2,669.716478
4919,0,0,69,30,97,0,2,331.2
4920,0,0,82,24,21,0,2,157.208336
4921,0,41853,71,17,51,0,3,155.511553
4922,0,23815,73,4,47,0,2,424.330166
4923,0,22885,73,20,46,0,1,386.245297
4924,0,32630,66,26,40,0,3,202.961374
4925,2,18577,86,21,76,0,6,412.8
4926,0,75952,73,5,17,0,3,350.4
4927,0,96390,73,17,47,0,2,316.977588
4928,0,25680,73,10,93,0,2,332.40907
4929,2,0,112,17,29,0,7,806.4
4930,1,51504,220,30,99,0,2,2552.343856
4931,0,0,74,15,9,3,1,532.8
4932,0,41456,73,11,19,0,1,257.380112
4933,0,44368,80,5,72,0,3,384.0
4934,0,70961,85,19,8,0,2,408.0
4935,0,21986,63,1,9,0,1,333.696228
4936,0,0,83,14,22,0,1,708.693556
4937,0,33514,105,33,2,0,2,265.215014
4938,0,60230,98,13,91,0,1,8.129056
4939,0,0,70,17,47,1,1,494.196873
4940,2,40818,66,6,3,0,6,316.8
4941,0,37937,116,11,42,0,5,556.8
4942,2,64571,89,34,91,0,6,452.115601
4943,0,0,126,29,61,0,3,421.906803
4944,0,21988,209,12,62,0,2,1003.2
4945,0,0,95,12,5,0,1,684.0
4946,2,24672,93,9,44,0,9,669.6
4947,0,0,74,26,95,1,1,355.2
4948,0,0,96,1,79,0,2,460.8
4949,0,72878,61,0,58,2,2,45.463345
4950,0,88340,102,16,1,0,2,489.6
4951,0,52278,73,31,91,0,3,234.997994
4952,0,12902,139,3,51,0,1,667.2
4953,0,99816,86,0,0,0,1,172.913031
4954,0,26554,68,18,86,1,1,391.687368
4955,0,77485,77,0,87,0,1,355.909266
4956,0,22537,64,24,87,1,2,307.2
4957,2,76522,71,31,71,0,6,340.8
4958,0,0,64,22,34,3,1,602.911057
4959,0,22886,65,9,81,0,3,312.0
4960,0,0,115,1,34,0,1,552.0
4961,0,25506,65,10,16,0,1,312.0
4962,0,0,110,7,70,0,1,1265.387328
4963,0,0,98,19,17,1,2,705.6
4964,1,0,191,22,38,0,1,2042.569089
4965,2,0,72,18,91,0,9,345.6
4966,0,96357,71,4,69,1,1,238.245103
4967,0,16266,100,11,23,0,2,1177.323534
4968,2,76516,95,13,15,0,9,661.008979
4969,0,20484,61,3,89,0,1,181.218317
4970,0,40215,64,11,22,0,3,98.480884
4971,0,22854,122,28,53,0,2,878.4
4972,0,0,118,6,34,1,1,264.642948
4973,2,55217,107,9,9,2,9,696.115596
4974,0,76276,86,24,19,0,2,93.309811
4975,0,47918,62,2,51,0,1,246.256648
4976,2,0,73,35,52,3,5,350.4
4977,0,43499,80,8,44,0,1,529.490007
4978,0,0,72,14,58,0,1,518.4
4979,0,0,71,11,21,3,2,476.197355
4980,0,21497,128,31,58,0,1,614.4
4981,0,27972,61,7,38,0,1,292.8
4982,0,20942,84,12,59,0,2,403.2
4983,0,0,71,31,52,0,4,511.2
4984,0,74298,177,9,81,0,1,161.537767
4985,0,23339,138,8,31,0,1,666.307195
4986,0,77031,125,17,17,0,1,600.0
4987,0,31739,71,10,29,0,2,469.882367
4988,0,0,66,4,30,0,5,420.39344
4989,0,25236,89,2,26,0,1,427.2
4990,0,0,103,25,16,1,1,685.227276
4991,2,40964,74,7,57,0,8,355.2
4992,0,40896,109,3,61,0,1,319.294289
4993,0,95733,72,19,82,0,3,475.423848
4994,0,39161,71,8,84,3,1,340.8
4995,2,84551,72,10,82,0,5,28.92584
4996,0,12843,111,6,47,0,3,1143.494486
4997,0,71551,62,10,19,0,1,297.6
4998,0,0,71,2,5,0,1,511.2
4999,0,77835,74,2,30,1,4,43.618784
5000,2,16764,61,13,79,0,7,292.8
5001,0,39007,105,29,16,0,2,1023.844984
5002,0,20290,113,6,75,0,3,766.519022
5003,0,46182,65,23,27,0,2,2.574682
5004,2,11920,74,20,27,0,7,355.2
5005,0,97162,86,0,63,0,1,32.715179
5006,2,42743,117,5,86,1,6,101.288057
5007,0,0,64,18,59,0,2,40.44586
5008,0,0,87,4,4,3,1,420.041981
5009,0,85789,105,18,54,2,2,122.302824
5010,0,0,82,24,86,0,2,588.269018
5011,0,31349,93,10,32,0,1,446.4
5012,0,37256,62,15,7,0,2,128.969729
5013,0,0,69,2,76,0,3,331.2
5014,0,0,102,27,29,0,5,848.161322
5015,0,58166,67,3,19,0,1,91.914969
5016,0,0,63,4,55,1,3,453.6
5017,0,97361,73,6,85,0,2,350.4
5018,2,51937,193,5,40,0,9,850.389259
5019,0,75921,106,32,4,0,1,609.680428
5020,0,92766,71,17,15,0,2,379.029102
5021,0,12964,65,2,37,0,4,362.774545
5022,0,48117,88,4,51,0,3,422.4
5023,0,0,77,17,41,0,2,554.4
5024,0,0,118,18,66,1,2,966.541071
5025,0,66152,111,14,18,0,1,532.8
5026,0,31093,64,1,22,0,1,274.956819
5027,0,0,107,15,58,1,1,513.6
5028,1,0,166,4,49,0,4,1195.2
5029,0,19121,95,1,18,0,1,915.188647
5030,0,0,65,11,46,0,3,468.0
5031,0,68563,131,6,44,1,3,350.097052
5032,0,24726,92,18,75,1,5,150.693773
5033,0,0,97,31,24,0,3,638.371157
5034,0,51991,73,4,95,0,1,124.376921
5035,2,0,118,25,29,0,7,153.176419
5036,0,89096,111,1,50,0,3,64.98293
5037,0,23031,148,26,76,0,2,710.4
5038,0,29540,73,3,23,0,2,350.4
5039,0,58557,88,4,83,0,1,55.510526
5040,0,88816,70,33,9,0,1,164.282841
5041,0,0,61,2,61,0,2,439.2
5042,0,61809,72,9,21,0,1,328.004855
5043,2,58452,186,7,13,0,5,892.8
5044,0,57161,127,20,92,0,1,609.6
5045,0,0,65,11,69,0,1,111.872115
5046,0,90083,71,23,47,0,1,181.689191
5047,0,57693,76,16,56,0,3,547.2
5048,0,0,69,16,42,0,2,331.2
5049,0,44368,80,5,72,0,3,384.0
5050,0,68727,72,15,49,0,2,171.475838
5051,0,40564,97,0,36,0,2,85.968142
5052,2,51066,74,23,0,0,8,787.993313
5053,0,0,92,30,81,0,2,640.229108
5054,0,90551,61,28,4,4,2,374.527412
5055,0,0,67,16,45,0,5,321.6
5056,0,21353,80,28,21,0,1,576.0
5057,0,0,102,25,48,0,1,976.112456
5058,2,55350,67,0,13,0,9,321.6
5059,0,80321,105,25,1,0,2,166.972451
5060,0,94230,137,21,82,0,1,657.6
5061,0,53305,63,32,73,0,4,302.4
5062,2,55593,182,10,48,1,9,677.63589
5063,1,0,165,27,38,0,1,1853.202354
5064,0,0,94,12,3,0,2,676.8
5065,0,0,87,3,43,0,1,132.492438
5066,0,22158,74,8,92,0,1,355.2
5067,0,81605,67,7,74,0,1,424.219182
5068,2,62219,69,7,73,0,4,243.238784
5069,0,15587,71,11,48,0,1,136.033828
5070,0,0,84,18,25,1,4,481.025786
5071,0,0,116,7,57,0,2,835.2
5072,0,28505,88,0,93,0,2,422.4
5073,0,25918,104,7,30,0,2,996.775536
5074,1,0,261,33,44,0,1,2759.794354
5075,0,34137,62,6,9,0,2,297.6
5076,2,21839,137,2,70,0,8,657.6
5077,0,20978,98,19,96,1,1,1176.2788
5078,0,83392,71,30,80,0,3,125.961938
5079,0,73661,128,34,47,0,3,404.329477
5080,0,49793,121,3,55,0,1,640.835113
5081,0,0,65,3,71,0,1,686.774939
5082,2,91890,107,30,28,0,7,156.617415
5083,2,0,65,16,61,0,9,468.0
5084,0,11885,101,18,39,0,2,484.8
5085,0,43000,109,27,9,0,2,676.808053
5086,0,90043,63,12,21,0,2,203.226649
5087,0,0,72,34,46,0,2,345.6
5088,0,48567,130,12,15,0,1,624.0
5089,0,27510,159,5,28,3,1,871.457982
5090,0,59124,70,18,31,2,1,173.426207
5091,0,0,119,20,89,3,1,856.8
5092,0,56531,170,34,24,3,1,816.0
5093,0,0,139,2,33,1,2,667.2
5094,1,45277,191,19,0,0,2,916.8
5095,0,0,65,12,57,3,1,368.828511
5096,0,0,73,18,45,0,5,350.4
5097,0,22886,65,9,81,0,3,312.0
5098,0,66685,67,35,50,2,2,38.763897
5099,0,65775,72,16,98,0,4,171.426318
5100,0,52972,74,3,68,0,1,355.2
5101,0,52979,72,14,53,0,4,345.6
5102,0,55436,67,7,44,0,2,321.6
5103,0,32116,132,10,42,0,1,277.351026
5104,0,56070,74,5,73,0,2,87.990528
5105,0,0,62,32,31,0,3,690.548602
5106,0,0,116,12,76,1,2,835.2
5107,0,93621,100,16,20,0,1,59.860273
5108,0,79192,70,11,74,0,1,336.0
5109,0,96853,98,34,68,0,2,565.504258
5110,0,0,83,25,91,4,1,355.385287
5111,2,75121,73,12,22,0,6,171.226873
5112,0,0,117,2,41,0,1,842.4
5113,0,69959,63,9,3,0,2,401.838921
5114,0,81400,104,6,19,0,2,499.2
5115,0,0,98,33,87,1,1,705.6
5116,2,67523,72,35,21,0,7,345.237659
5117,2,62366,108,22,87,0,8,51.316527
5118,2,67134,131,5,63,1,6,277.448968
5119,0,41479,94,14,38,1,1,19.575683
5120,0,29697,66,0,58,4,1,316.8
5121,0,58577,110,6,62,0,1,303.872752
5122,0,0,106,7,44,0,4,508.8
5123,2,51144,61,28,32,1,9,223.305224
5124,0,29587,76,25,4,0,3,422.024661
5125,0,0,157,17,1,0,2,753.6
5126,0,71499,112,25,61,0,5,537.6
5127,2,0,106,23,45,0,5,763.2
5128,0,0,126,4,59,0,2,907.2
5129,0,75740,64,13,11,0,1,128.516525
5130,0,53262,62,11,18,4,2,223.72051
5131,0,75180,77,15,30,3,1,154.907769
5132,2,31196,62,26,57,4,9,342.796508
5133,1,0,186,0,67,2,5,1441.843837
5134,2,34505,106,13,44,0,9,359.861348
5135,0,0,82,14,27,2,2,146.757086
5136,0,0,97,1,40,0,2,1154.635974
5137,0,37937,116,11,42,0,5,556.8
5138,0,21897,139,19,67,0,2,667.2
5139,0,55994,92,19,75,2,2,441.6
5140,2,24067,132,12,2,0,6,633.6
5141,0,43630,99,33,30,0,3,475.2
5142,0,23811,130,20,8,0,1,624.0
5143,0,0,62,11,45,0,1,446.4
5144,0,0,100,17,21,2,4,648.364172
5145,0,0,124,6,34,0,1,595.2
5146,2,50562,79,19,34,0,9,545.013504
5147,0,21514,62,0,59,0,2,257.248789
5148,0,80355,187,24,92,1,2,897.6
5149,0,64125,108,3,44,0,3,369.818708
5150,0,83800,62,11,44,0,1,196.155575
5151,2,23840,64,32,66,0,7,307.2
5152,2,54834,72,23,13,0,8,186.191931
5153,0,80277,112,6,40,1,2,36.975673
5154,0,88430,66,7,17,1,2,316.8
5155,2,26255,88,21,4,0,3,52.752601
5156,0,0,95,16,1,0,1,684.0
5157,0,95715,119,0,52,2,2,148.98255
5158,0,0,70,22,67,3,1,336.0
5159,0,32437,69,4,73,0,1,473.361602
5160,0,22726,65,25,73,0,3,312.0
5161,0,58092,72,7,56,1,2,202.24202
5162,0,83365,109,27,7,1,4,523.2
5163,2,12153,69,23,9,1,8,438.155584
5164,0,74028,118,10,16,0,2,53.076203
5165,2,52707,90,33,66,1,6,432.0
5166,2,47451,87,0,31,1,6,417.6
5167,0,19864,63,22,96,0,1,352.394515
5168,0,28513,100,4,22,1,2,480.0
5169,0,26242,74,5,69,0,1,347.060173
5170,0,55067,110,3,21,1,2,353.098604
5171,0,62291,100,1,53,0,3,480.0
5172,2,25048,167,0,11,0,5,801.6
5173,2,16654,79,23,31,0,7,379.2
5174,0,26887,113,32,67,0,2,542.4
5175,0,22784,70,11,68,0,2,224.904234
5176,2,49345,69,10,12,0,7,251.075981
5177,0,0,70,4,63,0,2,622.381217
5178,0,34307,92,33,62,2,1,186.025014
5179,2,0,95,19,41,1,9,629.647822
5180,0,44096,72,28,65,1,2,345.6
5181,0,43204,64,31,19,3,1,246.065764
5182,0,0,92,3,7,0,2,441.6
5183,0,0,117,13,69,0,1,842.4
5184,0,78596,118,1,70,0,1,133.907696
5185,0,38925,112,10,48,0,1,241.304377
5186,2,0,119,9,8,0,3,571.2
5187,0,21885,108,7,29,0,1,52.339396
5188,2,48345,67,7,1,0,7,212.009825
5189,0,77993,62,26,10,0,1,297.6
5190,0,25748,90,9,23,0,1,117.871165
5191,0,22520,73,17,64,0,3,350.4
5192,0,0,95,1,69,0,2,579.452318
5193,0,0,73,6,11,0,1,350.4
5194,0,75986,115,11,44,0,3,89.119797
5195,0,0,205,14,63,0,4,1476.0
5196,0,58542,114,29,82,0,2,129.985718
5197,0,43640,64,10,99,2,3,1.208908
5198,0,86901,72,24,73,0,2,313.366255
5199,2,94115,74,28,41,0,8,409.089884
5200,2,0,125,22,80,0,9,900.0
5201,0,65375,65,9,84,0,3,6.07744
5202,0,44341,105,15,56,0,2,355.114822
5203,1,24378,188,18,34,0,5,902.4
5204,0,93489,84,16,72,0,1,104.280764
5205,2,69161,97,19,71,0,8,341.431343
5206,0,60774,154,13,7,0,5,739.2
5207,0,0,101,1,83,4,1,960.115399
5208,0,54008,67,18,90,0,2,370.503286
5209,0,0,74,15,61,0,2,232.01349
5210,0,44619,68,35,45,0,1,283.668439
5211,0,16476,101,29,25,0,1,313.885191
5212,0,73359,94,17,24,0,2,107.187926
5213,0,25949,104,0,28,0,3,499.2
5214,0,62018,73,2,59,0,1,90.094835
5215,1,41433,183,24,40,0,9,1317.6
5216,1,0,238,29,90,1,4,1142.4
5217,2,68931,66,32,30,0,7,309.577946
5218,0,0,141,25,27,0,3,1015.2
5219,2,0,104,24,49,0,6,748.8
5220,0,0,64,35,59,0,1,286.124652
5221,0,98044,73,5,53,0,2,347.336864
5222,0,91354,68,30,26,0,2,361.646987
5223,2,0,109,5,20,4,7,605.137484
5224,0,15083,115,25,14,0,2,552.0
5225,0,0,61,21,24,0,2,370.755025
5226,2,0,107,15,63,0,8,1267.709661
5227,0,0,80,30,96,0,2,69.142986
5228,0,0,67,15,75,3,1,618.355883
5229,0,22955,92,6,23,3,2,441.6
5230,0,0,69,5,26,0,2,566.673518
5231,0,51641,63,8,80,1,1,137.091494
5232,2,10211,119,7,16,0,7,571.2
5233,0,0,68,13,11,0,1,296.692076
5234,0,0,80,31,67,0,1,16.524885
5235,0,33806,89,32,59,0,2,395.729716
5236,0,50269,80,15,88,0,3,32.228778
5237,0,18375,103,8,50,0,1,535.080276
5238,0,24133,68,20,42,0,2,76.026046
5239,0,88375,77,23,11,0,3,0.42331
5240,0,88997,72,9,71,0,3,174.041566
5241,0,0,125,2,84,0,1,600.0
5242,2,23402,61,29,38,0,7,292.8
5243,0,46396,103,11,79,1,2,384.01403
5244,0,0,96,28,62,0,4,460.8
5245,0,0,102,34,37,0,3,489.6
5246,0,33175,66,31,76,0,2,84.520776
5247,2,63885,114,0,17,0,8,86.477384
5248,0,92766,71,17,15,0,2,379.029102
5249,2,45515,61,14,33,0,9,236.907007
5250,0,0,115,21,46,0,2,1163.620366
5251,0,37703,70,11,51,0,1,83.121963
5252,2,0,68,9,1,0,6,489.6
5253,2,0,122,8,32,0,6,684.851797
5254,0,64987,66,17,90,0,1,182.927837
5255,0,73180,64,27,43,0,3,132.543257
5256,0,92766,71,17,15,0,2,379.029102
5257,0,0,119,29,54,2,1,571.2
5258,0,50071,71,3,32,0,1,18.918935
5259,0,53058,91,16,44,4,3,209.465295
5260,0,0,127,11,86,0,3,22.483259
5261,0,16370,74,4,54,0,2,296.049396
5262,0,70521,63,13,26,0,2,302.4
5263,0,58007,81,23,71,0,2,518.346912
5264,0,31670,179,33,3,0,1,1288.8
5265,0,0,112,12,93,0,3,537.6
5266,0,0,70,28,26,0,2,491.112176
5267,0,62534,68,10,1,0,2,326.4
5268,0,26790,71,4,41,0,1,340.8
5269,2,0,95,13,20,0,5,456.0
5270,0,56178,94,1,39,0,1,451.2
5271,0,28646,61,11,50,0,1,355.028632
5272,0,31267,129,4,45,0,2,619.2
5273,2,78250,114,7,66,0,6,547.2
5274,0,0,153,25,5,0,1,1027.000029
5275,0,65636,67,15,72,0,2,321.6
5276,0,43177,103,34,74,0,1,420.966805
5277,0,26733,66,7,55,0,5,218.717113
5278,0,12590,73,22,1,0,2,132.503461
5279,1,33481,188,28,46,0,2,1194.892002
5280,0,0,80,25,80,0,2,384.0
5281,0,25752,73,28,85,0,2,378.262864
5282,0,27982,87,15,74,0,1,14.743099
5283,2,29445,68,0,31,0,9,334.015169
5284,0,47455,61,1,61,0,1,278.804991
5285,0,64125,108,3,44,0,3,369.818708
5286,2,56830,83,6,27,0,9,319.799712
5287,0,58236,108,22,92,0,2,67.253453
5288,0,54289,62,32,13,0,2,430.093647
5289,0,0,66,16,77,0,2,316.8
5290,0,47482,93,19,45,0,3,594.177664
5291,0,60244,83,3,72,3,1,326.281835
5292,0,20867,71,0,79,0,1,340.8
5293,0,98138,93,30,10,1,2,427.52731
5294,0,0,81,6,49,0,2,583.2
5295,0,20327,74,26,44,0,1,824.254866
5296,0,11828,90,18,84,0,2,571.479602
5297,2,50695,71,31,30,0,5,110.567069
5298,0,0,107,14,90,0,3,770.4
5299,0,98693,61,7,57,0,3,292.8
5300,0,54507,138,20,11,0,1,702.990032
5301,0,89703,126,6,54,0,1,601.983113
5302,0,0,71,9,6,0,3,421.147532
5303,0,0,67,19,82,1,3,357.14996
5304,0,70882,69,20,50,0,2,124.380223
5305,0,60817,103,3,79,1,1,494.4
5306,0,72257,90,28,61,0,2,408.415481
5307,0,90008,137,13,3,0,2,406.986034
5308,0,93987,65,9,1,0,1,251.321448
5309,0,81872,115,10,55,0,2,256.43803
5310,0,60221,67,3,17,0,2,238.561687
5311,0,33651,69,21,37,1,2,328.65413
5312,0,0,61,22,94,0,2,216.08671
5313,2,75741,109,31,59,0,7,217.188864
5314,2,38086,96,17,10,0,7,243.237741
5315,0,38725,64,12,58,0,2,307.2
5316,0,20132,86,5,61,3,2,412.8
5317,0,0,105,0,47,0,2,451.13986
5318,0,44299,106,25,76,5,2,754.260616
5319,0,98917,139,18,21,0,1,336.612234
5320,0,91535,67,35,13,1,2,126.634634
5321,0,53484,70,12,12,0,2,333.051529
5322,2,45318,103,17,27,0,8,494.4
5323,0,46897,70,16,47,0,3,344.377218
5324,0,40135,80,29,70,0,1,78.008093
5325,0,38606,68,16,99,0,3,413.288851
5326,0,56550,73,22,41,3,2,162.775889
5327,0,61146,65,7,68,0,6,273.018929
5328,0,36409,66,26,33,0,2,316.8
5329,0,90035,80,28,38,0,3,141.628547
5330,0,39669,98,13,63,0,2,492.935479
5331,0,57963,61,11,63,0,1,42.160829
5332,0,81872,115,10,55,0,2,256.43803
5333,0,25965,65,23,27,0,1,329.206567
5334,0,59662,85,6,76,0,1,10.168824
5335,0,27906,102,5,57,0,1,489.6
5336,0,51032,83,5,56,0,1,349.954886
5337,0,83771,133,26,18,0,1,482.328161
5338,2,57052,115,7,56,1,4,483.62724
5339,0,51510,106,11,17,0,1,688.547375
5340,2,34819,61,0,31,0,6,185.898327
5341,0,31189,122,18,10,0,2,585.6
5342,0,32180,103,3,28,0,1,558.835255
5343,0,27500,114,25,47,0,2,472.280461
5344,0,67018,94,11,17,0,4,104.427573
5345,0,0,77,32,0,0,1,436.369797
5346,0,0,199,7,93,0,2,1062.090461
5347,0,33588,62,2,64,0,2,419.921897
5348,0,56270,83,23,2,0,4,398.4
5349,0,82800,70,12,94,0,2,442.194796
5350,0,0,68,2,70,0,2,425.137341
5351,0,63891,119,13,13,0,1,7.651121
5352,0,43946,133,13,83,0,2,415.98615
5353,2,62039,68,8,30,1,8,265.877583
5354,0,60475,107,9,18,0,1,513.6
5355,2,70279,71,17,25,0,7,331.231484
5356,0,0,93,4,63,0,1,446.4
5357,0,66676,97,0,40,0,1,558.099357
5358,0,12048,77,6,46,0,1,369.6
5359,2,0,68,29,91,0,6,326.4
5360,2,0,68,34,37,0,6,619.07199
5361,2,36094,99,28,50,1,5,456.50357
5362,0,0,61,0,31,0,2,439.2
5363,2,63328,89,19,19,0,9,427.2
5364,0,0,112,6,0,0,1,587.861936
5365,0,36121,118,7,91,0,4,1107.145019
5366,2,56005,68,31,30,1,3,326.4
5367,0,48597,71,12,63,5,1,305.697525
5368,2,0,81,21,37,0,4,583.2
5369,0,42540,70,15,52,0,2,43.548973
5370,0,87544,109,28,92,1,3,523.2
5371,0,26292,80,1,81,2,2,384.0
5372,1,42696,228,17,50,0,9,1273.741085
5373,0,88009,71,29,21,0,1,266.52482
5374,0,0,97,27,17,0,1,1026.315988
5375,0,0,66,16,35,4,1,316.8
5376,2,16181,181,22,79,0,8,1261.319869
5377,2,0,62,20,88,0,6,446.4
5378,0,75438,136,11,97,0,1,438.480672
5379,0,0,73,25,5,0,1,842.87608
5380,2,27681,83,13,62,0,9,398.4
5381,0,23444,196,7,62,0,2,940.8
5382,0,63684,68,6,87,0,1,343.889585
5383,0,61737,107,21,65,0,1,495.670802
5384,0,0,113,32,66,0,2,813.6
5385,2,52373,111,2,37,0,9,186.160527
5386,0,58213,79,22,50,0,1,39.714767
5387,0,74142,83,24,60,0,1,398.4
5388,0,0,109,31,74,0,3,784.8
5389,0,49746,111,4,85,3,1,589.298521
5390,2,0,129,13,4,0,7,1059.572464
5391,0,0,104,35,79,0,3,499.2
5392,2,39854,66,6,4,0,7,261.930545
5393,0,36650,69,2,70,1,1,56.60333
5394,0,32756,93,18,67,0,2,381.118731
5395,0,36268,86,2,22,1,2,531.164627
5396,0,23815,73,4,47,0,2,424.330166
5397,0,0,107,3,65,0,3,513.6
5398,0,39188,74,9,2,0,3,355.2
5399,0,58089,118,31,83,0,1,566.4
5400,2,62120,74,5,39,0,8,28.31732
5401,0,26540,69,15,4,0,1,378.432035
5402,2,28215,65,15,26,0,3,468.0
5403,0,61675,123,35,54,0,2,482.550044
5404,0,0,100,16,36,0,2,480.0
5405,0,69600,74,35,28,0,1,341.396161
5406,0,40982,62,6,88,0,1,106.665934
5407,0,74015,72,12,61,0,6,471.443077
5408,0,0,94,6,61,0,1,1121.876091
5409,0,0,79,28,94,0,1,509.028102
5410,0,29439,146,4,10,0,2,700.8
5411,0,0,108,26,94,0,4,518.4
5412,0,74015,72,12,61,0,6,471.443077
5413,2,67881,79,6,70,0,4,391.039166
5414,0,96162,97,9,91,0,4,376.569009
5415,0,39049,63,30,34,0,2,294.75626
5416,0,29808,105,18,38,1,3,52.456587
5417,0,65727,134,14,15,0,6,363.995013
5418,0,0,62,30,29,1,1,446.4
5419,0,22283,65,16,93,0,1,572.072106
5420,0,37435,105,3,22,0,1,314.441585
5421,2,27756,71,6,52,0,8,735.733206
5422,0,86876,68,9,3,0,2,118.810361
5423,0,0,114,21,41,0,4,863.861736
5424,0,34062,91,23,51,0,3,603.350571
5425,2,0,73,17,44,0,7,496.474767
5426,0,0,69,7,10,0,1,331.2
5427,0,78358,128,6,75,0,3,614.4
5428,0,12222,67,8,70,1,1,321.6
5429,0,41247,64,17,6,0,1,307.2
5430,0,13663,97,1,66,0,2,465.6
5431,0,25531,74,27,52,0,1,355.2
5432,0,58643,74,33,58,0,3,329.46648
5433,1,48107,190,6,34,2,2,912.0
5434,2,18643,119,34,41,0,5,571.2
5435,0,0,102,13,89,0,2,401.528957
5436,0,58645,110,15,44,0,2,427.723646
5437,0,95058,177,11,90,0,1,89.712324
5438,2,0,87,16,83,0,8,1032.609293
5439,2,19715,66,25,11,4,5,475.2
5440,0,68787,66,7,64,0,1,105.379402
5441,0,29056,66,19,2,0,2,355.531267
5442,0,47829,117,23,37,1,1,561.6
5443,0,13128,118,11,21,0,1,771.878514
5444,0,58946,121,5,87,0,1,486.720776
5445,0,31614,71,26,69,0,4,234.683628
5446,0,44667,65,25,53,0,2,245.661376
5447,0,0,111,33,76,0,1,937.824847
5448,0,91512,189,6,86,0,1,907.2
5449,0,26540,69,13,65,1,5,331.2
5450,0,0,103,35,76,0,1,741.6
5451,0,38798,72,24,48,0,1,332.945455
5452,0,0,117,0,6,0,4,561.6
